Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,best_learning_rate,best_n_estimators,best_subsample,ccp_alpha,criterion,cv,error_score,estimator,init,learning_rate,loss,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,n_iter_no_change,n_jobs,param_grid,pre_dispatch,random_state,refit,return_train_score,scoring,subsample,tol,validation_fraction,verbose,warm_start,GridSearchCV_score-2_unknown_dataset,GridSearchCV_score_X_test,best_cv_score,mean_fit_time,mean_score_time,mean_test_score,rank_test_score,std_fit_time,std_score_time,std_test_score,training_accuracy_score,training_f1_score,training_log_loss,training_precision_score,training_recall_score,training_roc_auc,training_score,estimator_class,estimator_name
2023-08-17 03:09:58,14.1s,8c8677352cfa4c16a9973897aa0f25a4,likeable-robin-779,LOCAL,/home/sokonana/.local/lib/python3.10/site-packages/ipykernel_launcher.py,sokonana,FINISHED,,,,0.0,friedman_mse,,,,None,0.1,log_loss,3,None,None,0.0,1,2,0.0,100,None,,,,42,,,,1.0,0.0001,0.1,0,False,,,,,,,,,,,1,1,0.008402935949959469,1,1,1,1,sklearn.ensemble._gb.GradientBoostingClassifier,GradientBoostingClassifier
2023-08-16 21:53:20,2.1h,3c810076ecfc4c6781edfebc0f3ba597,suave-pug-45,LOCAL,/home/sokonana/.local/lib/python3.10/site-packages/ipykernel_launcher.py,sokonana,FINISHED,,,,0.0,friedman_mse,,,,None,0.1,log_loss,3,None,None,0.0,1,2,0.0,300,None,,,,42,,,,0.8,0.0001,0.1,0,False,,,,28.20822274684906,0.012620139122009277,0.966465256797583,2,0.017207698046039062,0.0002713634990048977,0.008905983669476538,,,,,,,,sklearn.ensemble._gb.GradientBoostingClassifier,GradientBoostingClassifier
2023-08-16 21:53:20,2.1h,5a43507efa53437594e0eb5ce60bebc0,classy-koi-126,LOCAL,/home/sokonana/.local/lib/python3.10/site-packages/ipykernel_launcher.py,sokonana,FINISHED,,,,0.0,friedman_mse,,,,None,0.1,log_loss,3,None,None,0.0,1,2,0.0,200,None,,,,42,,,,0.9,0.0001,0.1,0,False,,,,20.84880676269531,0.00902729034423828,0.9658610271903324,3,0.06865436110573193,0.000284565389741718,0.011547743113967624,,,,,,,,sklearn.ensemble._gb.GradientBoostingClassifier,GradientBoostingClassifier
2023-08-16 21:53:20,2.1h,6a39c62060634cf58ebd6fc6d2b1a14e,sneaky-mole-217,LOCAL,/home/sokonana/.local/lib/python3.10/site-packages/ipykernel_launcher.py,sokonana,FINISHED,,,,0.0,friedman_mse,,,,None,0.1,log_loss,3,None,None,0.0,1,2,0.0,200,None,,,,42,,,,1.0,0.0001,0.1,0,False,,,,22.743903613090517,0.009164929389953613,0.9640483383685801,4,0.006998105219456303,0.0002587589966503844,0.010677097913638854,,,,,,,,sklearn.ensemble._gb.GradientBoostingClassifier,GradientBoostingClassifier
2023-08-16 21:53:20,2.1h,76ada3ddf52047ca90c66eb94e05a671,Gradient Boost Classifier,LOCAL,/home/sokonana/.local/lib/python3.10/site-packages/ipykernel_launcher.py,sokonana,FINISHED,0.1,300,0.9,,,10,nan,GradientBoostingClassifier(random_state=42),,,,,,,,,,,,,None,"{'n_estimators': [100, 200, 300], 'learning_rate': [0.01, 0.1, 1, 10], 'subsample': [0.8, 0.9, 1.0]}",2*n_jobs,,True,False,None,,,,0,,0.9655797101449275,0.16304347826086957,0.9667673716012084,,,,,,,,1,1,0.00003289931592300488,1,1,1,1,sklearn.model_selection._search.GridSearchCV,GridSearchCV
2023-08-16 21:53:20,2.1h,8e5d4c6f1f1a48828eea31d5b13dd7f7,dashing-donkey-543,LOCAL,/home/sokonana/.local/lib/python3.10/site-packages/ipykernel_launcher.py,sokonana,FINISHED,,,,0.0,friedman_mse,,,,None,0.1,log_loss,3,None,None,0.0,1,2,0.0,300,None,,,,42,,,,1.0,0.0001,0.1,0,False,,,,34.326778292655945,0.013225865364074708,0.9634441087613294,5,0.1821199500343276,0.0002505777916603923,0.007332121510278897,,,,,,,,sklearn.ensemble._gb.GradientBoostingClassifier,GradientBoostingClassifier
2023-08-16 21:53:20,2.1h,de1bc9aea8df47128b9e24c60b98cee2,powerful-mare-23,LOCAL,/home/sokonana/.local/lib/python3.10/site-packages/ipykernel_launcher.py,sokonana,FINISHED,,,,0.0,friedman_mse,,,,None,0.1,log_loss,3,None,None,0.0,1,2,0.0,300,None,,,,42,,,,0.9,0.0001,0.1,0,False,,,,31.220942068099976,0.0130079984664917,0.9667673716012084,1,0.05323608047802772,0.0002160066339871866,0.011700856030838104,,,,,,,,sklearn.ensemble._gb.GradientBoostingClassifier,GradientBoostingClassifier
