mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm__C,param_svm__degree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.05242698192596436,0.0007863266530705667,0.01051476001739502,0.0004202502173091259,1,1,"{'svm__C': 1, 'svm__degree': 1}",0.9335347432024169,0.9244712990936556,0.9063444108761329,0.9063444108761329,0.9274924471299094,0.9335347432024169,0.918429003021148,0.9154078549848943,0.9093655589123867,0.918429003021148,0.919335347432024,0.009747592631360531,3
0.09378483295440673,0.0018407253986545424,0.013828849792480469,0.0004919895507136792,1,2,"{'svm__C': 1, 'svm__degree': 2}",0.8670694864048338,0.8731117824773413,0.8972809667673716,0.8882175226586103,0.879154078549849,0.8972809667673716,0.8580060422960725,0.8580060422960725,0.8700906344410876,0.879154078549849,0.8767371601208458,0.013564921039663844,11
0.09827148914337158,0.0007221514277433257,0.012317967414855958,0.00021288912932700425,1,3,"{'svm__C': 1, 'svm__degree': 3}",0.8882175226586103,0.9033232628398792,0.8912386706948641,0.879154078549849,0.8972809667673716,0.9003021148036254,0.8851963746223565,0.8851963746223565,0.8972809667673716,0.8912386706948641,0.8918429003021149,0.007250755287009074,7
0.1484013557434082,0.0018790854766412316,0.016265869140625,0.0006169810896891656,1,4,"{'svm__C': 1, 'svm__degree': 4}",0.716012084592145,0.7250755287009063,0.7311178247734139,0.7129909365558912,0.6858006042296072,0.7280966767371602,0.6797583081570997,0.6827794561933535,0.7009063444108762,0.7220543806646526,0.7084592145015106,0.01868476869615255,17
0.16252148151397705,0.0025167200234412442,0.01639735698699951,0.0005881744620620124,1,5,"{'svm__C': 1, 'svm__degree': 5}",0.6163141993957704,0.6283987915407855,0.6072507552870091,0.5921450151057401,0.5740181268882175,0.5981873111782477,0.5740181268882175,0.5619335347432024,0.6253776435045317,0.6163141993957704,0.5993957703927493,0.022126686916737835,19
0.055591273307800296,0.001366743949078928,0.006833553314208984,0.0002288865049203859,10,1,"{'svm__C': 10, 'svm__degree': 1}",0.9244712990936556,0.9123867069486404,0.9093655589123867,0.9033232628398792,0.9335347432024169,0.9305135951661632,0.9244712990936556,0.9093655589123867,0.9123867069486404,0.9154078549848943,0.9175226586102718,0.009558484603961557,4
0.07836792469024659,0.0006738421939147183,0.009722685813903809,6.825490871847029e-05,10,2,"{'svm__C': 10, 'svm__degree': 2}",0.8882175226586103,0.879154078549849,0.8912386706948641,0.8731117824773413,0.8912386706948641,0.918429003021148,0.8761329305135952,0.8821752265861027,0.8700906344410876,0.8912386706948641,0.8861027190332326,0.013102869149366442,9
0.06396296024322509,0.0011556389131573556,0.008753514289855957,0.0002641564551395532,10,3,"{'svm__C': 10, 'svm__degree': 3}",0.9003021148036254,0.9244712990936556,0.9274924471299094,0.9093655589123867,0.9305135951661632,0.9425981873111783,0.9244712990936556,0.9395770392749244,0.9274924471299094,0.9305135951661632,0.9256797583081571,0.012024017366847366,1
0.10243332386016846,0.0011628936095738874,0.01212456226348877,0.000493412804647188,10,4,"{'svm__C': 10, 'svm__degree': 4}",0.851963746223565,0.8882175226586103,0.8761329305135952,0.8489425981873112,0.8610271903323263,0.8640483383685801,0.8277945619335347,0.8308157099697885,0.8368580060422961,0.8731117824773413,0.855891238670695,0.019205093746601603,13
0.11264569759368896,0.0015327482868556983,0.012819027900695801,0.00013949444829009633,10,5,"{'svm__C': 10, 'svm__degree': 5}",0.8187311178247734,0.8277945619335347,0.8277945619335347,0.8187311178247734,0.8277945619335347,0.8126888217522659,0.7824773413897281,0.7945619335347432,0.824773413897281,0.8459214501510574,0.8181268882175227,0.01718605758710317,14
0.09910762310028076,0.009462892380217313,0.006482052803039551,0.0002630359724530155,100,1,"{'svm__C': 100, 'svm__degree': 1}",0.9123867069486404,0.9063444108761329,0.9063444108761329,0.8912386706948641,0.9305135951661632,0.9244712990936556,0.9093655589123867,0.8972809667673716,0.9033232628398792,0.9093655589123867,0.9090634441087613,0.011013731802754187,5
0.0831836223602295,0.0022938410247239113,0.009975671768188477,0.0004267245407760044,100,2,"{'svm__C': 100, 'svm__degree': 2}",0.8851963746223565,0.8851963746223565,0.8882175226586103,0.8700906344410876,0.8912386706948641,0.8972809667673716,0.8610271903323263,0.8851963746223565,0.8670694864048338,0.8972809667673716,0.8827794561933535,0.011917270648529304,10
0.05962226390838623,0.0016788361812457013,0.008302617073059081,0.000433812088900693,100,3,"{'svm__C': 100, 'svm__degree': 3}",0.8912386706948641,0.9335347432024169,0.9214501510574018,0.9093655589123867,0.9365558912386707,0.945619335347432,0.9123867069486404,0.9274924471299094,0.9033232628398792,0.9305135951661632,0.9211480362537765,0.015954979971614373,2
0.09095289707183837,0.0024448283374483544,0.011072540283203125,0.0004191156967322854,100,4,"{'svm__C': 100, 'svm__degree': 4}",0.8549848942598187,0.879154078549849,0.879154078549849,0.8610271903323263,0.8882175226586103,0.8912386706948641,0.8670694864048338,0.8640483383685801,0.8368580060422961,0.8821752265861027,0.8703927492447129,0.015954979971614373,12
0.08520064353942872,0.0023715637364229744,0.009914422035217285,0.0006415841434135208,100,5,"{'svm__C': 100, 'svm__degree': 5}",0.8851963746223565,0.9063444108761329,0.879154078549849,0.8731117824773413,0.9033232628398792,0.8942598187311178,0.8761329305135952,0.8610271903323263,0.9003021148036254,0.8972809667673716,0.8876132930513595,0.014221875886332109,8
