mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm__C,param_svm__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.6762135028839111,0.008497850515636646,0.05502419471740723,0.005013244163266576,0.1,100,"{'svm__C': 0.1, 'svm__gamma': 100}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
0.1838975429534912,0.006505399127675147,0.037630462646484376,0.0007142205312771437,1,0.001,"{'svm__C': 1, 'svm__gamma': 0.001}",0.8670694864048338,0.8761329305135952,0.8761329305135952,0.8640483383685801,0.8851963746223565,0.8912386706948641,0.8851963746223565,0.8670694864048338,0.8761329305135952,0.9003021148036254,0.8788519637462237,0.011013731802754194,10
0.08051049709320068,0.0013883630783311032,0.0238800048828125,0.0006633132409538147,1,0.01,"{'svm__C': 1, 'svm__gamma': 0.01}",0.9365558912386707,0.9335347432024169,0.9214501510574018,0.9214501510574018,0.9335347432024169,0.9365558912386707,0.9335347432024169,0.9123867069486404,0.9244712990936556,0.9365558912386707,0.9290030211480362,0.00802170274764457,6
0.12999753952026366,0.006516421196847091,0.02182815074920654,0.0008418821632865611,1,0.1,"{'svm__C': 1, 'svm__gamma': 0.1}",0.9335347432024169,0.9395770392749244,0.9395770392749244,0.9063444108761329,0.9335347432024169,0.9516616314199395,0.9335347432024169,0.9244712990936556,0.9274924471299094,0.9365558912386707,0.9326283987915408,0.011227132432665874,4
0.4383150577545166,0.00812187211649352,0.03861136436462402,0.0006725167726249353,1,1,"{'svm__C': 1, 'svm__gamma': 1}",0.5981873111782477,0.5981873111782477,0.6404833836858006,0.56797583081571,0.6163141993957704,0.6072507552870091,0.6072507552870091,0.5649546827794562,0.6012084592145015,0.6042296072507553,0.6006042296072508,0.020703131962552045,15
0.4745739221572876,0.023909016438885412,0.04850151538848877,0.004546206355948821,1,10,"{'svm__C': 1, 'svm__gamma': 10}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
0.6725882053375244,0.0053008873247025095,0.052955794334411624,0.0008854837143444676,1,100,"{'svm__C': 1, 'svm__gamma': 100}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
0.07746093273162842,0.0014038965485404134,0.023843955993652344,0.0005497917835318777,10,0.001,"{'svm__C': 10, 'svm__gamma': 0.001}",0.9335347432024169,0.9244712990936556,0.9093655589123867,0.918429003021148,0.9244712990936556,0.9214501510574018,0.9063444108761329,0.9003021148036254,0.9093655589123867,0.9154078549848943,0.9163141993957703,0.009558484603961543,8
0.054854178428649904,0.0004988696630472851,0.014883470535278321,0.00021870656991321652,10,0.01,"{'svm__C': 10, 'svm__gamma': 0.01}",0.9425981873111783,0.9395770392749244,0.9395770392749244,0.9123867069486404,0.9365558912386707,0.9486404833836858,0.9425981873111783,0.9305135951661632,0.9335347432024169,0.9425981873111783,0.9368580060422961,0.00950101824381656,1
0.12133800983428955,0.0009434995894953177,0.019899630546569826,0.00033980065382248787,10,0.1,"{'svm__C': 10, 'svm__gamma': 0.1}",0.9214501510574018,0.945619335347432,0.945619335347432,0.9063444108761329,0.9335347432024169,0.9486404833836858,0.9335347432024169,0.9274924471299094,0.9395770392749244,0.9395770392749244,0.9341389728096676,0.012294253745846402,2
0.4435786247253418,0.005195613860995059,0.03875415325164795,0.0008177883147919549,10,1,"{'svm__C': 10, 'svm__gamma': 1}",0.6193353474320241,0.6193353474320241,0.6646525679758308,0.5770392749244713,0.6586102719033232,0.6283987915407855,0.649546827794562,0.5921450151057401,0.6193353474320241,0.6435045317220544,0.627190332326284,0.02662041180895553,13
0.4642334461212158,0.0008255518488652537,0.046596717834472653,0.0004216719789620574,10,10,"{'svm__C': 10, 'svm__gamma': 10}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
0.674281120300293,0.0015748107143612922,0.05235779285430908,0.0005189230106061993,10,100,"{'svm__C': 10, 'svm__gamma': 100}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
0.05734958648681641,0.0010224258584671344,0.013977146148681641,0.00028890876758711794,100,0.001,"{'svm__C': 100, 'svm__gamma': 0.001}",0.9395770392749244,0.9214501510574018,0.918429003021148,0.9033232628398792,0.9335347432024169,0.945619335347432,0.9395770392749244,0.9244712990936556,0.9154078549848943,0.9305135951661632,0.9271903323262839,0.012342415840371884,7
0.056776809692382815,0.0006592160563679218,0.012371230125427245,0.00011380685800752404,100,0.01,"{'svm__C': 100, 'svm__gamma': 0.01}",0.9365558912386707,0.9425981873111783,0.9365558912386707,0.9214501510574018,0.9335347432024169,0.9305135951661632,0.9244712990936556,0.9214501510574018,0.9425981873111783,0.9335347432024169,0.9323262839879154,0.00742489772051029,5
0.120601224899292,0.000667105927561485,0.019954156875610352,0.0003188597419694252,100,0.1,"{'svm__C': 100, 'svm__gamma': 0.1}",0.9214501510574018,0.9425981873111783,0.9425981873111783,0.9063444108761329,0.9335347432024169,0.9486404833836858,0.9335347432024169,0.9274924471299094,0.9395770392749244,0.9395770392749244,0.933534743202417,0.011778603437835601,3
0.44061338901519775,0.0007440285646341088,0.03866417407989502,0.00040365565316235574,100,1,"{'svm__C': 100, 'svm__gamma': 1}",0.6193353474320241,0.6193353474320241,0.6646525679758308,0.5770392749244713,0.6586102719033232,0.6283987915407855,0.649546827794562,0.5921450151057401,0.6193353474320241,0.6435045317220544,0.627190332326284,0.02662041180895553,13
0.4640294075012207,0.0003971851482267172,0.04641251564025879,0.0005039947233321102,100,10,"{'svm__C': 100, 'svm__gamma': 10}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
0.6745205640792846,0.0015310495212365644,0.05253984928131104,0.000517629439406414,100,100,"{'svm__C': 100, 'svm__gamma': 100}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
