mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svm__C,param_svm__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.36813232898712156,0.0030211604866163346,0.04001615047454834,0.0005782306914088094,0.001,0.001,"{'svm__C': 0.001, 'svm__gamma': 0.001}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
0.3681890249252319,0.0003397908775694159,0.04001021385192871,0.00024640608018368165,0.001,0.01,"{'svm__C': 0.001, 'svm__gamma': 0.01}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
0.37251451015472414,0.006359242572058047,0.04074535369873047,0.0006127384868516098,0.001,0.1,"{'svm__C': 0.001, 'svm__gamma': 0.1}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
0.38419528007507325,0.005773453984083264,0.04166336059570312,0.0006871499486880931,0.001,1,"{'svm__C': 0.001, 'svm__gamma': 1}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
0.4517954349517822,0.006136459264590876,0.04691545963287354,0.0009515374207017366,0.001,10,"{'svm__C': 0.001, 'svm__gamma': 10}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
0.6661289215087891,0.006766937634377446,0.05295088291168213,0.0006067751568754772,0.001,100,"{'svm__C': 0.001, 'svm__gamma': 100}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
0.37527477741241455,0.009295273409967464,0.04127292633056641,0.0008434530591992309,0.01,0.001,"{'svm__C': 0.01, 'svm__gamma': 0.001}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
0.37005953788757323,0.0019391525544192358,0.04083867073059082,0.00045521924060408655,0.01,0.01,"{'svm__C': 0.01, 'svm__gamma': 0.01}",0.29607250755287007,0.2930513595166163,0.3021148036253776,0.3021148036253776,0.3021148036253776,0.311178247734139,0.311178247734139,0.29607250755287007,0.3202416918429003,0.29607250755287007,0.3030211480362538,0.008223962289314934,17
0.3671393394470215,0.0014986465235786403,0.04080257415771484,0.0005041769792059228,0.01,0.1,"{'svm__C': 0.01, 'svm__gamma': 0.1}",0.7492447129909365,0.7371601208459214,0.7673716012084593,0.7462235649546828,0.7854984894259819,0.8066465256797583,0.7673716012084593,0.7311178247734139,0.743202416918429,0.7794561933534743,0.7613293051359517,0.022889059727946585,12
0.37458314895629885,0.0011516610353515852,0.04076685905456543,0.00025872984276212476,0.01,1,"{'svm__C': 0.01, 'svm__gamma': 1}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
0.44998013973236084,0.002122719308774339,0.04683256149291992,0.0005779556799820054,0.01,10,"{'svm__C': 0.01, 'svm__gamma': 10}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
0.6631805419921875,0.0011032440515468572,0.05255744457244873,0.000466512841720014,0.01,100,"{'svm__C': 0.01, 'svm__gamma': 100}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
0.35579781532287597,0.0014027348613841807,0.04069139957427979,0.0004560990970212203,0.1,0.001,"{'svm__C': 0.1, 'svm__gamma': 0.001}",0.3081570996978852,0.3021148036253776,0.3021148036253776,0.31722054380664655,0.32326283987915405,0.32326283987915405,0.31722054380664655,0.29607250755287007,0.3293051359516616,0.311178247734139,0.3129909365558912,0.010307384960261018,16
0.1958700895309448,0.0018394970235949156,0.038122248649597165,0.0007783250673961163,0.1,0.01,"{'svm__C': 0.1, 'svm__gamma': 0.01}",0.8731117824773413,0.8821752265861027,0.879154078549849,0.8670694864048338,0.8761329305135952,0.8851963746223565,0.8942598187311178,0.8670694864048338,0.8912386706948641,0.9003021148036254,0.881570996978852,0.010706975919437686,9
0.1750279426574707,0.0017889297080131506,0.030261802673339843,0.0006716262697529208,0.1,0.1,"{'svm__C': 0.1, 'svm__gamma': 0.1}",0.8459214501510574,0.8217522658610272,0.8700906344410876,0.8308157099697885,0.8731117824773413,0.8851963746223565,0.851963746223565,0.8187311178247734,0.8368580060422961,0.8731117824773413,0.8507552870090634,0.022454264865331763,11
0.3768641948699951,0.0021142341896612906,0.041456055641174314,0.0004849337200121551,0.1,1,"{'svm__C': 0.1, 'svm__gamma': 1}",0.14501510574018128,0.1268882175226586,0.1419939577039275,0.11782477341389729,0.1268882175226586,0.1299093655589124,0.1268882175226586,0.13293051359516617,0.1299093655589124,0.1268882175226586,0.13051359516616315,0.007498292233227108,18
0.45930981636047363,0.00744187170915782,0.04724125862121582,0.000806116181649793,0.1,10,"{'svm__C': 0.1, 'svm__gamma': 10}",0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.09365558912386707,0.0,19
